1	1	1	2	2	2	3	3	3	4	4	4	5	5	5	6	6	6	7	7	7	8	8	8	9	9	9
Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR	Par_cor	NPQ	absETR
39.1639	-0.022738952	97.34943904	39.1639	-0.108371824	98.99179004	39.1639	-0.011690363	97.41984971	39.1639	-0.130346066	162.1800381	39.1639	-0.061261818	108.3265922	39.1639	-0.159809647	106.1307833	39.1639	-0.063129845	110.0520206	39.1639	-0.30001384	119.7886166	39.1639	-0.342788861	123.8303362
39.1639	-0.029521331	97.34943904	39.1639	-0.114100505	102.2915164	39.1639	-0.018666667	98.64371716	39.1639	-0.129493464	163.5093827	39.1639	-0.062820148	109.0151087	39.1639	-0.172362916	106.564856	39.1639	-0.067647059	109.5574048	39.1639	-0.307347302	120.6224121	39.1639	-0.346725883	122.4452094
39.1639	-0.046263791	98.17269011	39.1639	-0.10630787	98.04901109	39.1639	-0.008400697	98.64371716	39.1639	-0.13223477	162.5123743	39.1639	-0.069462431	109.9331307	39.1639	-0.164372454	105.6967105	39.1639	-0.067647059	110.0520206	39.1639	-0.313412068	120.9003439	39.1639	-0.350549338	121.8911587
39.1639	-0.043770113	95.29131137	39.1639	-0.063379427	97.81331635	39.1639	-0.002710027	96.19598225	39.1639	-0.128449122	163.5093827	39.1639	-0.073889201	109.9331307	39.1639	-0.165756777	105.6967105	39.1639	-0.072120921	111.0412522	39.1639	-0.316681866	121.4562075	39.1639	-0.356888663	122.9992601
39.1639	-0.039520202	98.79012842	39.1639	-0.100058275	99.93456899	39.1639	-0.020510412	96.68552923	39.1639	-0.131102533	163.8417188	39.1639	-0.074192944	109.4741197	39.1639	-0.182138639	106.9989287	39.1639	-0.073898467	110.2993285	39.1639	-0.322176433	120.6224121	39.1639	-0.362720403	123.5533108
39.1639	-0.030708461	98.17269011	39.1639	-0.128105239	99.46317952	39.1639	-0.030077519	99.13326415	39.1639	-0.137479763	164.174055	39.1639	-0.088247508	110.8511527	39.1639	-0.181897061	106.9989287	39.1639	-0.072120921	109.8047127	39.1639	-0.325633333	121.1782757	39.1639	-0.368131868	124.1073615
39.1639	-0.037575911	96.52618797	39.1639	-0.037699402	100.8773479	39.1639	-0.015423355	98.15417018	39.1639	-0.136734363	163.5093827	39.1639	-0.084848204	109.4741197	39.1639	-0.181050414	106.1307833	39.1639	-0.074784689	109.8047127	39.1639	-0.329655401	121.7341394	39.1639	-0.369391825	124.1073615
39.1639	-0.029719388	99.20175395	39.1639	-0.078139924	98.7560953	39.1639	-0.021429689	100.1123581	39.1639	-0.137386658	163.5093827	39.1639	-0.085441207	109.9331307	39.1639	-0.194858285	106.564856	39.1639	-0.082685009	110.7939443	39.1639	-0.332310231	121.7341394	39.1639	-0.370646766	124.3843869
39.1639	-0.033663618	97.14362628	39.1639	-0.085996686	99.46317952	39.1639	-0.027816628	100.8466786	39.1639	-0.137479763	164.8387273	39.1639	-0.094680656	110.8511527	39.1639	-0.188132053	106.564856	39.1639	-0.081813865	111.0412522	39.1639	-0.334944116	121.1782757	39.1639	-0.371896723	122.7222347
39.1639	-0.056297142	98.58431565	39.1639	-0.083827717	99.93456899	39.1639	-0.012626263	98.88849066	39.1639	-0.138502587	163.5093827	39.1639	-0.097286308	111.3101636	39.1639	-0.194038266	106.564856	39.1639	-0.084422348	111.2885601	39.1639	-0.338856209	122.0120712	39.1639	-0.375	123.2762855
39.1639	-0.053478997	99.40756672	39.1639	-0.110426267	100.1702637	39.1639	-0.034120735	100.3571316	39.1639	-0.142569742	163.8417188	39.1639	-0.090304314	110.6216472	39.1639	-0.204798306	107.2159651	39.1639	-0.087877358	110.7939443	39.1639	-0.342722547	122.5679348	39.1639	-0.376232742	123.8303362
39.1639	-0.044730762	96.93781351	39.1639	-0.097533894	98.7560953	39.1639	-0.007456767	96.19598225	39.1639	-0.141372086	163.8417188	39.1639	-0.089864351	110.8511527	39.1639	-0.204798306	107.4330015	39.1639	-0.088737041	110.5466364	39.1639	-0.344638808	122.0120712	39.1639	-0.382324219	124.3843869
39.1639	-0.054232146	99.20175395	39.1639	-0.099638526	99.93456899	39.1639	-0.001755226	98.64371716	39.1639	-0.148054371	164.5063911	39.1639	-0.100307342	110.8511527	39.1639	-0.202967626	106.1307833	39.1639	-0.090451552	111.2885601	39.1639	-0.346543928	122.290003	39.1639	-0.386517944	124.1073615
39.1639	-0.04683741	99.20175395	39.1639	-0.092868891	100.6416532	39.1639	0.003529034	97.41984971	39.1639	-0.150047862	164.5063911	39.1639	-0.096419426	110.6216472	39.1639	-0.212149765	106.9989287	39.1639	-0.093011257	111.0412522	39.1639	-0.35032113	122.5679348	39.1639	-0.388297872	124.1073615
39.1639	-0.019109759	98.17269011	39.1639	-0.066549807	102.5272111	39.1639	0.014267185	99.62281113	39.1639	-0.1506802	163.8417188	39.1639	-0.094825809	110.1626362	39.1639	-0.221997893	107.8670742	39.1639	-0.085288553	110.5466364	39.1639	-0.351570513	122.8458667	39.1639	-0.388888889	123.8303362
39.1639	-0.068682664	98.79012842	39.1639	-0.089875059	102.0558216	39.1639	0.009357857	98.64371716	39.1639	-0.155616019	164.174055	39.1639	-0.099733467	110.6216472	39.1639	-0.215385977	107.2159651	39.1639	-0.088737041	110.5466364	39.1639	-0.352193404	122.290003	39.1639	-0.391826923	124.3843869
